mention,tag,pt code,fold id
задолженности носа,Indication,10028735,2
нос заложен,Indication,10028735,4
тяжело дышать и спать,Indication,10022437,4
боязни сцены,Indication,10034432,4
на пальцах рук стали появляться небольшие новообразования,Indication,10033713,4
головная боль,ADR,10019211,4
сонливость,ADR,10041349,4
выпадать волосы,ADR,10001760,4
вирус Эпштейн Бара,Indication,10019781,2
садит печень,ADR,10024670,2
вызвал сильную аллергию,ADR,10020751,1
сильная аллергическая реакция,ADR,10020751,1
крапивницы,ADR,10046735,1
тело покрылось сыпью волдырями,ADR,10012441,1
сильным зудом,ADR,10037087,1
вызвал сильную аллергию,ADR,10020751,1
температура,Indication,10005911,2
для профилактики,Indication,10036898,2
болеть горло,Indication,10019211,1
головная боль,Indication,10019211,1
Стрессы,Indication,10042209,5
истеричности,Indication,10010893,5
срывов,Indication,10061284,5
для профилактики,Indication,10036898,2
недомогание,ADR,10025482,2
мышечная боль,ADR,10028411,2
боль в суставах,ADR,10003239,2
озноб,ADR,10008531,2
повышение температуры,ADR,10037660,2
сильный насморк,ADR,10039101,2
чиханье,ADR,10041232,2
першение в горле,ADR,10080125,2
осиплость голоса,ADR,10013952,2
кашель,ADR,10011224,2
температура,ADR,10037660,2
раздражения,Indication,10040880,4
насморках,Indication,10039101,4
для профилактики,Indication,10036898,4
головокружения,Indication,10013573,4
спазмы сосудов головы,Indication,10059109,4
головные боли,Indication,10019211,4
утомляемость,Indication,10016256,3
головокружения,Indication,10013573,3
чихе,Indication,10041232,4
профилактикой,Indication,10036898,4
чихнули,Indication,10041232,1
болит голова,ADR,10019211,5
температура,Indication,10005911,5
спазм гладкой мускулатуры,Indication,10028334,5
отек тканей,Indication,10058679,5
раздражительности,Indication,10022998,5
нервы начали сдавать,Indication,10029216,5
тревожность,Indication,10033670,5
раздражительность,Indication,10022998,5
возбудимость,Indication,10001497,5
раздражительности,Indication,10022998,5
паническими атаками,Indication,10033664,3
скачок артериального давления,Indication,10005750,3
сердцебиение,Indication,10033557,3
затруднение дыхания,Indication,10013968,3
боли в сердце,Indication,10002383,3
головокружение,Indication,10013573,3
страх,Indication,10016275,3
возникает привыкание,ADR,10052804,3
головные боли,ADR,10019211,3
бессонница,ADR,10022437,3
лишнее возбуждение,ADR,10001497,3
головная боль,Indication,10019211,2
жар,Indication,10016334,2
температура,Indication,10005911,2
заложенность носа,Indication,10028735,2
жар,Indication,10016334,3
температура 38,Indication,10037660,3
при профилактике,Indication,10036898,3
чихнет,Indication,10041232,3
кашлянет,Indication,10011224,3
красным горлом,Indication,10057009,4
вызывает аллергию,ADR,10020751,2
волдыри,ADR,10046735,2
опухли пальцы,ADR,10013700,2
аллергию,ADR,10020751,2
водянки,ADR,10003445,2
волдыри,ADR,10046735,2
вызывает аллергию,ADR,10020751,2
стресса,Indication,10042209,1
нервы ни к черту,Indication,10029216,4
срываюсь,Indication,10061284,4
для профилактики,Indication,10036898,4
волдыри по всему телу,ADR,10046735,4
